project_id,project_name,remaining_story_points,avg_weekly_velocity,velocity_std,team_size,blocked_tasks_count,high_complexity_count,avg_task_age_days,team_experience_score,actual_weeks_taken
synthetic_017,Project 17,191,14.591389100689902,2.441378941471328,11,7,8,12.115085131741225,0.342179960620838,23.76214697007462
synthetic_018,Project 18,149,27.231305927959934,4.336170790193356,8,7,0,8.00343042825855,0.9347997212912242,8.307953853231
synthetic_019,Project 19,248,17.31692369672044,6.125697902914252,8,1,4,14.683582808326891,0.9406727951718903,16.912669521784018
synthetic_020,Project 20,202,28.563729613875374,5.5714987824692646,5,5,7,14.109019033381152,0.9392250415816479,12.000195239025706
synthetic_021,Project 21,220,16.66106175423687,2.909144743455784,2,2,3,9.778767156056542,0.44315668091760635,18.393544967004278
synthetic_022,Project 22,167,25.419665341055147,4.314901042914208,4,0,7,11.602060389016122,0.9088744926788774,7.904656743564101
synthetic_023,Project 23,236,13.64493375991827,4.319702070919466,10,9,2,6.85650065391899,0.4137207026123585,36.03170910893469
synthetic_024,Project 24,79,15.042387720421043,7.498652539907158,5,11,4,27.012541714899914,0.711515947227624,10.396275876284848
synthetic_025,Project 25,166,27.600803329496465,12.664465872879457,4,7,5,23.396266375728715,0.7173205700002869,9.527809934564006
synthetic_026,Project 26,183,32.260963090231144,11.05169051323176,9,2,8,19.905053073241675,0.30329002950004214,7.948623357535448
synthetic_027,Project 27,213,26.681170337702717,9.626152801119108,3,8,3,21.365376640426074,0.45421190687292,13.541349135071844
synthetic_028,Project 28,147,28.09260412252718,10.91049236750864,5,0,2,19.089978545576862,0.46280018209362966,5.911151351113099
synthetic_029,Project 29,128,21.142038129905288,9.77691386075318,7,10,1,10.50235223084027,0.7193171853198671,11.768040700226528
synthetic_030,Project 30,216,14.215002242521992,4.259914230057754,2,3,2,23.05662042918927,0.3283424516403819,23.38253658232165
synthetic_031,Project 31,25,17.994284906897,1.9106807952965377,6,7,0,16.582949005064698,0.6719901049610448,2.479669503975423
synthetic_032,Project 32,210,16.253819520753908,2.8665953300108917,5,0,2,5.084782400582775,0.6619208205979276,16.071639377796267
synthetic_033,Project 33,86,23.391651592412856,3.2484126333445245,11,5,6,4.202520457095721,0.6369142740364289,6.957678139646583
synthetic_034,Project 34,123,26.819425006872237,10.21803018429267,2,6,9,24.28083466435541,0.8265737065414673,9.826153589974117
synthetic_035,Project 35,154,21.54093995655439,9.032505402747496,11,0,7,21.0590063177311,0.8172652351334655,10.780617449263222
synthetic_036,Project 36,162,18.140739721278486,2.496034735789472,8,6,5,9.844580024241958,0.4007770508730337,17.68242216887758
synthetic_037,Project 37,77,31.230924694415233,6.249325027419887,7,9,5,9.097965440196685,0.649103577677826,4.604455982890806
synthetic_038,Project 38,72,15.331658727133032,7.452730532430015,9,6,3,25.26069225035944,0.4263470220966674,7.4511799618303804
synthetic_039,Project 39,74,11.735533495280636,1.7966886891590812,4,1,9,9.68869418823738,0.8168710265996573,8.984345559472692
synthetic_040,Project 40,202,14.773234238359851,2.5666052434019333,11,6,8,20.65499702296099,0.3378258370804883,28.90798742310086
synthetic_041,Project 41,115,22.82911994706525,8.808350407907923,3,7,4,19.148117815300512,0.6358525673272682,9.2837481408816
synthetic_042,Project 42,41,27.711061547169102,3.3000119752192543,6,9,2,22.735383313931074,0.3093557676093413,2.382637056974558
synthetic_043,Project 43,66,9.099677662612194,4.023733993289278,6,3,4,14.225214872619755,0.36359220442315093,10.418056039593509
synthetic_044,Project 44,119,12.67645048757041,3.4675246289634134,8,6,9,18.475502941566493,0.7128108730639684,15.646413936754783
synthetic_045,Project 45,166,21.584678981662368,9.553291207408204,11,4,3,18.475534931697414,0.9135295429644921,12.811952526793931
synthetic_046,Project 46,171,26.283545244340505,8.656401956993221,5,0,0,24.336125302080088,0.8334156592335709,6.751779618254594
synthetic_047,Project 47,180,25.590088840160274,4.674637336463056,2,11,1,1.1688939693070088,0.7018650248196303,12.909907516899185
synthetic_048,Project 48,27,18.405708766070255,6.858803949441339,11,1,2,8.455643243201997,0.37680713795407655,1.8331493916033732
synthetic_049,Project 49,183,19.284542856320627,9.392193730725888,9,3,9,12.704128269243556,0.6695381844374728,16.4024815300896
synthetic_050,Project 50,55,18.044488316405143,7.40843867116631,4,7,6,27.92271976810694,0.8579682886979576,5.548554491795397
synthetic_051,Project 51,236,14.432376114907445,3.623847753395285,8,0,3,24.793723983232248,0.5080322406698976,21.036279739866497
synthetic_052,Project 52,119,8.292616589968056,3.832455898161787,2,11,8,9.579409127712445,0.9175402785830231,37.14118649893057
synthetic_053,Project 53,130,10.24867910227201,1.4008064612670694,4,11,8,16.611091570374022,0.4382731317657488,32.79209109772359
synthetic_054,Project 54,58,10.46256478231464,3.1154182652884654,10,6,9,13.245915041201311,0.8770077187928949,10.220574990587247
synthetic_055,Project 55,95,26.576810274726054,11.55521306443515,3,0,5,2.523204183449923,0.7556299354484279,3.8954893770746737
synthetic_056,Project 56,46,27.068540133225397,3.5876511067602253,3,4,5,29.599187355035262,0.5432760172414781,2.564502275213012
synthetic_057,Project 57,164,33.57571158936419,16.599846097225615,5,3,3,11.287787565927474,0.35427546585413466,7.353932697130404
synthetic_058,Project 58,186,19.453994249668362,8.998284623284716,7,6,2,7.610465216194163,0.5633813564079211,15.430319549893554
synthetic_059,Project 59,239,28.714261033931436,12.32175287938821,5,6,0,20.43118281290727,0.4543792063401054,11.949882746226033
synthetic_060,Project 60,172,31.452176461115428,5.958247953745501,2,5,9,0.36463424069449024,0.9304212373599652,8.730398849640176
synthetic_061,Project 61,99,22.247929945330096,11.06135748342948,6,4,3,16.615628532039622,0.9300466481524143,6.586609591935692
synthetic_062,Project 62,68,26.785214602584663,7.548513446455323,10,4,5,17.529429357693008,0.8857527068191426,3.4422556637152772
synthetic_063,Project 63,243,9.562325239458099,2.46525082488458,11,7,4,8.32143548943398,0.42227875382044483,44.238440918308726
synthetic_064,Project 64,79,23.758715019973547,3.1146215367302252,11,8,3,29.586322334388086,0.7538051141128342,6.016374034927743
synthetic_065,Project 65,231,24.27511081462906,5.058521800713076,2,2,5,28.49399739875772,0.7717176804524339,13.873969169999036
synthetic_066,Project 66,29,33.18366905055836,14.814037899384196,3,4,6,12.337653497561071,0.8054414844278965,1.4074192899726548
synthetic_067,Project 67,30,24.04152931450765,6.067032409579818,2,5,0,25.149861141334135,0.6046505538667306,1.7023345392906308
synthetic_068,Project 68,168,9.522138409575032,4.245816301980397,2,0,4,29.991530198583916,0.9478139440980384,21.523790218041352
synthetic_069,Project 69,72,33.50867470682556,14.73909068256756,6,0,4,13.516324059302805,0.3839536198484717,2.9296593638944937
synthetic_070,Project 70,209,31.71195802193819,12.773565683029563,5,1,7,0.6655422609090489,0.6238073713198303,9.357259715073994
synthetic_071,Project 71,142,16.309985473818337,6.957094340324853,4,11,4,2.652246700969397,0.8146815956552613,18.59785912259055
synthetic_072,Project 72,226,29.186043126496358,10.382775567875823,8,10,2,27.09453176029879,0.7012214128632397,16.83315570106805
synthetic_073,Project 73,117,25.18939668380163,8.109127848354131,3,2,1,10.447664010699011,0.6340931679538769,6.098479810074789
synthetic_074,Project 74,125,31.28382013616212,15.010234976049077,8,3,9,27.797628754844833,0.6198755905016997,6.2629415862791395
synthetic_075,Project 75,88,34.46087953270788,10.236509070358967,9,10,2,16.1179025014221,0.5990774533393217,4.975260939340777
synthetic_076,Project 76,163,25.303618109686795,4.371251489926105,7,7,8,26.903652297180354,0.6080750661708669,13.260530665468638
synthetic_077,Project 77,80,13.191803507834111,1.534832652953196,3,4,1,8.35771017095876,0.41505681477988543,7.2830480876156
synthetic_078,Project 78,152,20.441026736883597,3.731171895549726,2,1,0,15.102518125645707,0.7487566386090874,6.9209852364032
synthetic_079,Project 79,66,24.95331051625451,3.311394456316881,10,10,0,8.30632944441611,0.8240308318654899,5.115472565538911
synthetic_080,Project 80,226,22.48794744165798,10.560715749247853,5,9,6,15.937972619206022,0.7683354399044521,17.63522547680104
synthetic_081,Project 81,134,27.260438818882918,12.487536373495312,9,10,1,13.422371004703638,0.646201223195765,8.391190357393098
synthetic_082,Project 82,138,18.18667240382481,1.9646785598768357,10,8,0,6.34344020989634,0.5128732789156445,11.02474192364252
synthetic_083,Project 83,32,24.026996245959314,8.929415173678699,2,2,8,14.953265967871719,0.35649818725682536,2.1007914203492337
synthetic_084,Project 84,130,28.12686580297691,7.669178632048131,3,2,9,8.513277173961734,0.5360034926591127,7.767027620976153
synthetic_085,Project 85,206,17.614611599241847,8.712294337611297,3,4,8,7.116803752079834,0.36615860720326243,18.02028465233942
synthetic_086,Project 86,131,12.338397078008004,2.154614917563712,8,7,6,25.269421058945447,0.3335630606184333,16.89396828369079
synthetic_087,Project 87,55,34.92589943874665,16.0185578960262,6,3,3,0.1590001919281625,0.9337936559143425,2.182844951094439
synthetic_088,Project 88,198,30.16325977514052,11.684731296546637,7,10,7,14.298584523792359,0.845078663156706,12.864506624926936
synthetic_089,Project 89,137,27.195716928592205,4.889865261333684,11,3,0,15.8952006954335,0.7596995621688889,6.748383026394193
synthetic_090,Project 90,56,21.66480682170237,10.243244954191228,7,10,2,1.5547061046728072,0.5187927808260484,4.372553019628003
synthetic_091,Project 91,157,34.72892627452852,7.950893794028032,8,1,3,7.6392196429129156,0.742976769445554,5.994593065195924
synthetic_092,Project 92,57,19.119704681976252,4.5800737598836445,9,0,4,24.918582233631874,0.9272674919332331,3.1742424914719067
synthetic_093,Project 93,222,33.33519233416802,5.750094880594115,9,2,0,22.233619478701772,0.6734075235669427,8.517374705116527
synthetic_094,Project 94,30,29.472217420217035,5.324183427742828,9,2,4,5.592149603644323,0.4531996349422498,1.4399053934375616
synthetic_095,Project 95,108,31.684414601953925,8.142198857030243,5,7,7,13.174047257106553,0.5450138791261898,6.437564916973388
synthetic_096,Project 96,116,28.18545326475878,8.486306150553029,7,8,0,26.987237198237054,0.5495292938925873,6.8377700751922585
synthetic_097,Project 97,123,24.854425889677785,3.647616064741608,9,5,2,18.831241592142536,0.5176886495271059,6.619895786458318
synthetic_098,Project 98,241,32.13509974237586,13.350169989941483,2,5,8,9.351662033866447,0.4615179408794027,14.487186106396338
synthetic_099,Project 99,105,27.27973022003758,8.118245703052919,5,9,0,3.0874809223243505,0.6487128784649865,6.379628794644067
